time,value,timestamp,range,voltage,direction,sequence
38.50958800315857,10824520.0,2025-11-07 15:34:52.080533,,50,#4,3
44.07989192008972,10824530.0,2025-11-07 15:34:57.693707,2000000.0,50,#4,3
44.74560499191284,10824540.0,2025-11-07 15:34:58.371481,2000000.0,50,#4,3
45.45079803466797,10824530.0,2025-11-07 15:34:59.063290,2000000.0,50,#4,3
46.1173300743103,10824350.0,2025-11-07 15:34:59.734233,2000000.0,50,#4,3
46.800129890441895,10823730.0,2025-11-07 15:35:00.426096,2000000.0,50,#4,3
47.48037385940552,10823730.0,2025-11-07 15:35:01.099619,2000000.0,50,#4,3
48.15574097633362,10823730.0,2025-11-07 15:35:01.711579,,50,#4,3
53.71484303474426,10824200.0,2025-11-07 15:35:07.334010,2000000.0,50,#4,3
54.38893795013428,10824560.0,2025-11-07 15:35:08.007472,2000000.0,50,#4,3
55.08807396888733,10824560.0,2025-11-07 15:35:08.701347,2000000.0,50,#4,3
55.75459814071655,10824300.0,2025-11-07 15:35:09.372130,2000000.0,50,#4,3
56.42705512046814,10824300.0,2025-11-07 15:35:10.041352,2000000.0,50,#4,3
57.121232986450195,10824350.0,2025-11-07 15:35:10.734170,2000000.0,50,#4,3
57.78971481323242,10824350.0,2025-11-07 15:35:11.357843,,50,#4,3
7.867813110351562e-06,10825020.0,2025-11-07 15:35:24.604411,2000000.0,50,#5,4
0.6944351196289062,10825020.0,2025-11-07 15:35:25.291098,2000000.0,50,#5,4
1.4053089618682861,10823090.0,2025-11-07 15:35:25.983964,2000000.0,50,#5,4
2.0741710662841797,10823090.0,2025-11-07 15:35:26.607206,,50,#5,4
7.648355960845947,10823090.0,2025-11-07 15:35:32.226358,2000000.0,50,#5,4
8.314311027526855,10824360.0,2025-11-07 15:35:32.897360,2000000.0,50,#5,4
9.011473178863525,10824450.0,2025-11-07 15:35:33.589206,2000000.0,50,#5,4
9.676709175109863,10824450.0,2025-11-07 15:35:34.263720,2000000.0,50,#5,4
10.353736877441406,10824450.0,2025-11-07 15:35:34.947347,2000000.0,50,#5,4
11.036966800689697,10824420.0,2025-11-07 15:35:35.616295,2000000.0,50,#5,4
11.707266092300415,10824620.0,2025-11-07 15:35:36.327690,2000000.0,50,#5,4
12.420154094696045,10824620.0,2025-11-07 15:35:36.997603,2000000.0,50,#5,4
13.086735010147095,10824620.0,2025-11-07 15:35:37.668485,2000000.0,50,#5,4
13.757591009140015,10824900.0,2025-11-07 15:35:38.337912,2000000.0,50,#5,4
14.450257778167725,10825220.0,2025-11-07 15:35:39.030756,2000000.0,50,#5,4
15.119562864303589,10825220.0,2025-11-07 15:35:39.701519,2000000.0,50,#5,4
15.791002035140991,10824590.0,2025-11-07 15:35:40.370709,2000000.0,50,#5,4
16.484712839126587,10824570.0,2025-11-07 15:35:41.063537,2000000.0,50,#5,4
17.150558948516846,10824540.0,2025-11-07 15:35:41.765521,2000000.0,50,#5,4
17.879739999771118,10824540.0,2025-11-07 15:35:42.458247,2000000.0,50,#5,4
18.548896074295044,10824520.0,2025-11-07 15:35:43.132886,2000000.0,50,#5,4
19.230279207229614,10824520.0,2025-11-07 15:35:43.821837,2000000.0,50,#5,4
19.912058115005493,10824480.0,2025-11-07 15:35:44.491259,2000000.0,50,#5,4
20.58219313621521,10824480.0,2025-11-07 15:35:45.114387,,50,#5,4
26.150535821914673,10824480.0,2025-11-07 15:35:50.736906,2000000.0,50,#5,4
26.82681894302368,10824240.0,2025-11-07 15:35:51.422979,2000000.0,50,#5,4
27.535861015319824,10824240.0,2025-11-07 15:35:52.115881,2000000.0,50,#5,4
28.205651998519897,10824240.0,2025-11-07 15:35:52.738927,,50,#5,4
33.775490045547485,10824370.0,2025-11-07 15:35:58.362285,2000000.0,50,#5,4
34.453567028045654,10824370.0,2025-11-07 15:35:59.037426,2000000.0,50,#5,4
35.15137791633606,10824600.0,2025-11-07 15:35:59.730079,2000000.0,50,#5,4
35.81937503814697,10824600.0,2025-11-07 15:36:00.400083,2000000.0,50,#5,4
36.48965287208557,10824600.0,2025-11-07 15:36:01.069474,2000000.0,50,#5,4
37.18342089653015,10823650.0,2025-11-07 15:36:01.761268,2000000.0,50,#5,4
37.85261511802673,10823650.0,2025-11-07 15:36:02.385214,,50,#5,4
43.422698974609375,10823650.0,2025-11-07 15:36:08.004267,2000000.0,50,#5,4
44.090564012527466,10823650.0,2025-11-07 15:36:08.679484,2000000.0,50,#5,4
44.790045976638794,10823950.0,2025-11-07 15:36:09.371349,2000000.0,50,#5,4
45.46202802658081,10823940.0,2025-11-07 15:36:10.042243,2000000.0,50,#5,4
46.12817096710205,10823950.0,2025-11-07 15:36:10.710760,2000000.0,50,#5,4
46.82345795631409,10824190.0,2025-11-07 15:36:11.404250,2000000.0,50,#5,4
47.494377851486206,10824190.0,2025-11-07 15:36:12.028234,,50,#5,4
53.06650900840759,10824260.0,2025-11-07 15:36:17.649237,2000000.0,50,#5,4
53.73910593986511,10824410.0,2025-11-07 15:36:18.318367,2000000.0,50,#5,4
54.43261003494263,10824470.0,2025-11-07 15:36:19.011968,2000000.0,50,#5,4
55.10346007347107,10824480.0,2025-11-07 15:36:19.681917,2000000.0,50,#5,4
55.77130889892578,10824490.0,2025-11-07 15:36:20.352843,2000000.0,50,#5,4
56.46622109413147,10824490.0,2025-11-07 15:36:21.045668,2000000.0,50,#5,4
57.14833188056946,10824390.0,2025-11-07 15:36:21.762817,2000000.0,50,#5,4
57.87354803085327,10824390.0,2025-11-07 15:36:22.454731,2000000.0,50,#5,4
58.546364068984985,10824430.0,2025-11-07 15:36:23.125709,2000000.0,50,#5,4
59.22607684135437,10824460.0,2025-11-07 15:36:23.819123,2000000.0,50,#5,4
59.90821599960327,10824540.0,2025-11-07 15:36:24.492643,2000000.0,50,#5,4
